pollutant,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1978,pw_1979,pw_1980,pw_1981,pw_1982,pw_1983,pw_1984,pw_1985,pw_1986,pw_1987,pw_1988,pw_1989,pw_1990
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,037,Columbia County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,039,Crawford County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,041,Cumberland County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,043,Dauphin County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,045,Delaware County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,047,Elk County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,049,Erie County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,051,Fayette County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,053,Forest County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,055,Franklin County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,057,Fulton County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,059,Greene County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,061,Huntingdon County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,063,Indiana County,W,W,W,W,W,W,W,W,W,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,065,Jefferson County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,067,Juniata County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,069,Lackawanna County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,071,Lancaster County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,073,Lawrence County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,075,Lebanon County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,077,Lehigh County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,079,Luzerne County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,081,Lycoming County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,083,Mc Kean County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,085,Mercer County,W,W,W,W,W,W,W,,,,,,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,087,Mifflin County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,089,Monroe County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,091,Montgomery County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,093,Montour County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,095,Northampton County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,097,Northumberland County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,099,Perry County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,101,Philadelphia County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,103,Pike County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,105,Potter County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,107,Schuylkill County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,109,Snyder County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,111,Somerset County,W,W,W,W,W,W,W,W,W,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,113,Sullivan County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,115,Susquehanna County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,117,Tioga County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,119,Union County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,121,Venango County,W,W,W,W,W,W,W,,,,,,
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,123,Warren County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,125,Washington County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,127,Wayne County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,129,Westmoreland County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,131,Wyoming County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),PENNSYLVANIA,PA,42,133,York County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),RHODE ISLAND,RI,44,001,Bristol County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),RHODE ISLAND,RI,44,003,Kent County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),RHODE ISLAND,RI,44,005,Newport County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),RHODE ISLAND,RI,44,007,Providence County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),RHODE ISLAND,RI,44,009,Washington County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),SOUTH CAROLINA,SC,45,015,Berkeley County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),SOUTH CAROLINA,SC,45,019,Charleston County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),SOUTH CAROLINA,SC,45,021,Cherokee County,,,,,,,,,,,,,
1-Hr Ozone (1979),SOUTH CAROLINA,SC,45,063,Lexington County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),SOUTH CAROLINA,SC,45,079,Richland County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),SOUTH CAROLINA,SC,45,091,York County,W,W,W,W,W,W,W,W,W,,,,
1-Hr Ozone (1979),TENNESSEE,TN,47,011,Bradley County,W,W,W,W,W,W,W,W,W,W,W,W,
1-Hr Ozone (1979),TENNESSEE,TN,47,037,Davidson County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TENNESSEE,TN,47,065,Hamilton County,W,W,W,W,W,W,W,W,W,W,W,W,
1-Hr Ozone (1979),TENNESSEE,TN,47,093,Knox County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),TENNESSEE,TN,47,119,Maury County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),TENNESSEE,TN,47,145,Roane County,W,W,W,W,W,W,W,W,W,W,W,W,
1-Hr Ozone (1979),TENNESSEE,TN,47,149,Rutherford County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TENNESSEE,TN,47,157,Shelby County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TENNESSEE,TN,47,163,Sullivan County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),TENNESSEE,TN,47,165,Sumner County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TENNESSEE,TN,47,187,Williamson County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TENNESSEE,TN,47,189,Wilson County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,029,Bexar County,W,W,W,W,,,,,,,,,
1-Hr Ozone (1979),TEXAS,TX,48,039,Brazoria County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,071,Chambers County,,,,,,,,,,,,,W
1-Hr Ozone (1979),TEXAS,TX,48,085,Collin County,,,,,,,,,,,,,W
1-Hr Ozone (1979),TEXAS,TX,48,113,Dallas County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,121,Denton County,,,,,,,,,,,,,W
1-Hr Ozone (1979),TEXAS,TX,48,135,Ector County,W,,,,,,,,,,,,
1-Hr Ozone (1979),TEXAS,TX,48,141,El Paso County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,157,Fort Bend County,,,,,,,,,,,,,W
1-Hr Ozone (1979),TEXAS,TX,48,167,Galveston County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,183,Gregg County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,199,Hardin County,,,,,,,,,,,,,W
1-Hr Ozone (1979),TEXAS,TX,48,201,Harris County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,245,Jefferson County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,291,Liberty County,,,,,,,,,,,,,W
1-Hr Ozone (1979),TEXAS,TX,48,309,McLennan County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),TEXAS,TX,48,339,Montgomery County,,,,,,,,,,,,,W
1-Hr Ozone (1979),TEXAS,TX,48,355,Nueces County,P,W,W,W,W,W,W,W,W,,,,
1-Hr Ozone (1979),TEXAS,TX,48,361,Orange County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,439,Tarrant County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,453,Travis County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),TEXAS,TX,48,469,Victoria County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),TEXAS,TX,48,473,Waller County,,,,,,,,,,,,,W
1-Hr Ozone (1979),UTAH,UT,49,011,Davis County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),UTAH,UT,49,035,Salt Lake County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),UTAH,UT,49,047,Uintah County,P,,,,,,,,,,,,
1-Hr Ozone (1979),UTAH,UT,49,049,Utah County,W,W,W,W,,,,,,,,,
1-Hr Ozone (1979),UTAH,UT,49,057,Weber County,W,W,W,W,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,001,Addison County,W,W,W,W,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,003,Bennington County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,005,Caledonia County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,007,Chittenden County,W,W,W,W,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,009,Essex County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,011,Franklin County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,013,Grand Isle County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,015,Lamoille County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,017,Orange County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,019,Orleans County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,021,Rutland County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,023,Washington County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,025,Windham County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VERMONT,VT,50,027,Windsor County,W,W,W,W,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,001,Accomack County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,003,Albemarle County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,005,Alleghany County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,013,Arlington County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,015,Augusta County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,017,Bath County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,021,Bland County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,023,Botetourt County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,027,Buchanan County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,033,Caroline County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,035,Carroll County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,036,Charles City County,W,,,,,,,,,,,,P
1-Hr Ozone (1979),VIRGINIA,VA,51,041,Chesterfield County,W,,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,043,Clarke County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,045,Craig County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,047,Culpeper County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,051,Dickenson County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,053,Dinwiddie County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,057,Essex County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,059,Fairfax County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,061,Fauquier County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,063,Floyd County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,065,Fluvanna County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,069,Frederick County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,071,Giles County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,073,Gloucester County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,075,Goochland County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,077,Grayson County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,079,Greene County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,081,Greensville County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,085,Hanover County,W,,,,,,,,,,,,W
1-Hr Ozone (1979),VIRGINIA,VA,51,087,Henrico County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,091,Highland County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,093,Isle of Wight County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,095,James City County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,097,King and Queen County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,099,King George County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,101,King William County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,103,Lancaster County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,105,Lee County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,107,Loudoun County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,109,Louisa County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,113,Madison County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,115,Mathews County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,119,Middlesex County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,121,Montgomery County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,125,Nelson County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,127,New Kent County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,131,Northampton County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,133,Northumberland County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,137,Orange County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,139,Page County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,145,Powhatan County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,149,Prince George County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,153,Prince William County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,155,Pulaski County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,157,Rappahannock County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,159,Richmond County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,161,Roanoke County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,163,Rockbridge County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,165,Rockingham County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,167,Russell County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,169,Scott County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,171,Shenandoah County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,173,Smyth County,W,W,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,175,Southampton County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,177,Spotsylvania County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,179,Stafford County,W,W,W,W,W,,,,,,,,W
1-Hr Ozone (1979),VIRGINIA,VA,51,181,Surry County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,183,Sussex County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,185,Tazewell County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,187,Warren County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,191,Washington County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,193,Westmoreland County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,195,Wise County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,197,Wythe County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,199,York County,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,510,Alexandria city,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,520,Bristol city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,530,Buena Vista city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,540,Charlottesville city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,550,Chesapeake city,W,W,W,W,W,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,560,Clifton Forge city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,570,Colonial Heights city,W,,,,,,,,,,,,W
1-Hr Ozone (1979),VIRGINIA,VA,51,580,Covington city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,595,Emporia city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,600,Fairfax city,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,610,Falls Church city,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,620,Franklin city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,630,Fredericksburg city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,640,Galax city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,650,Hampton city,W,W,W,W,W,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,660,Harrisonburg city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,670,Hopewell city,W,,,,,,,,,,,,W
1-Hr Ozone (1979),VIRGINIA,VA,51,678,Lexington city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,683,Manassas city,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,685,Manassas Park city,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,700,Newport News city,W,W,W,W,W,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,710,Norfolk city,W,W,W,W,W,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,720,Norton city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,730,Petersburg city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,735,Poquoson city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,740,Portsmouth city,W,W,W,W,W,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,750,Radford city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,760,Richmond city,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),VIRGINIA,VA,51,770,Roanoke city,W,W,W,W,W,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,775,Salem city,W,W,W,W,W,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,790,Staunton city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,800,Suffolk city,W,W,W,W,W,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,810,Virginia Beach city,W,W,W,W,W,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,820,Waynesboro city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,830,Williamsburg city,W,,,,,,,,,,,,
1-Hr Ozone (1979),VIRGINIA,VA,51,840,Winchester city,W,,,,,,,,,,,,
1-Hr Ozone (1979),WASHINGTON,WA,53,011,Clark County,P,P,P,P,P,P,P,P,P,P,P,P,P
1-Hr Ozone (1979),WASHINGTON,WA,53,033,King County,P,P,P,P,P,P,P,P,P,,,,
1-Hr Ozone (1979),WASHINGTON,WA,53,053,Pierce County,P,P,P,P,P,P,P,P,P,,,,
1-Hr Ozone (1979),WASHINGTON,WA,53,061,Snohomish County,P,P,P,P,P,P,P,P,P,,,,
1-Hr Ozone (1979),WEST VIRGINIA,WV,54,011,Cabell County,,,,,,,,,,,,,W
1-Hr Ozone (1979),WEST VIRGINIA,WV,54,019,Fayette County,P,P,P,P,,,,,,,,,
1-Hr Ozone (1979),WEST VIRGINIA,WV,54,025,Greenbrier County,,,,,,,,,,,,,
1-Hr Ozone (1979),WEST VIRGINIA,WV,54,039,Kanawha County,W,W,W,W,,,,,,,,,
1-Hr Ozone (1979),WEST VIRGINIA,WV,54,079,Putnam County,W,W,W,W,,,,,,,,,
1-Hr Ozone (1979),WEST VIRGINIA,WV,54,099,Wayne County,,,,,,,,,,,,,W
1-Hr Ozone (1979),WEST VIRGINIA,WV,54,107,Wood County,,,,,,,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,009,Brown County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,021,Columbia County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,025,Dane County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,029,Door County,,,,,,,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,031,Douglas County,W,W,W,,,,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,043,Grant County,W,W,W,,,,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,059,Kenosha County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),WISCONSIN,WI,55,061,Kewaunee County,,,,,,,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,063,La Crosse County,W,W,W,,,,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,071,Manitowoc County,,,,,,,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,079,Milwaukee County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),WISCONSIN,WI,55,089,Ozaukee County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),WISCONSIN,WI,55,101,Racine County,W,W,W,W,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),WISCONSIN,WI,55,117,Sheboygan County,,,,,W,W,W,W,W,W,W,W,W
1-Hr Ozone (1979),WISCONSIN,WI,55,125,Vilas County,W,W,W,W,W,W,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,127,Walworth County,,,,,,,,,,,,,
1-Hr Ozone (1979),WISCONSIN,WI,55,131,Washington County,,,,,,,,,,,,,W
1-Hr Ozone (1979),WISCONSIN,WI,55,133,Waukesha County,W,W,W,W,W,W,W,W,W,W,W,W,W
8-Hr Ozone (1997),ALABAMA,AL,01,073,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ALABAMA,AL,01,117,Shelby Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ARIZONA,AZ,04,013,Maricopa Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ARIZONA,AZ,04,021,Pinal Co,,,,,,,,,,,,,
