YEAR,ORISPL,NAME,STATE,SECTOR,SECTOR_NAME,NAICS,CHP,REPORTING,CAPACITY
2014,9864,Cabot Holyoke,MA,1,,22,N,A,
2015,9864,Cabot Holyoke,MA,1,,22,N,A,
2016,9864,Cabot Holyoke,MA,1,,22,N,A,
2017,9864,Cabot Holyoke,MA,1,,22,N,A,
2011,10002,ACE Cogeneration Facility,CA,3,NAICS-22 Cogen,22,Y,M,108
2012,10002,ACE Cogeneration Facility,CA,3,,22,Y,M,
2013,10002,ACE Cogeneration Facility,CA,3,NAICS-22 Cogen,22,Y,M,
2014,10002,ACE Cogeneration Facility,CA,3,,22,Y,M,
2011,10003,Colorado Energy Nations Company,CO,3,NAICS-22 Cogen,22,Y,A,35.4
2012,10003,Colorado Energy Nations Company,CO,3,,22,Y,A,
2013,10003,Colorado Energy Nations Company,CO,3,NAICS-22 Cogen,22,Y,A,
2014,10003,Colorado Energy Nations Company,CO,3,,22,Y,A,
2015,10003,Colorado Energy Nations Company,CO,3,,22,Y,A,
2016,10003,Colorado Energy Nations Company,CO,3,,22,Y,A,
2017,10003,Colorado Energy Nations Company,CO,3,,22,Y,M,
2011,10004,Mosiac South Pierce Operations,FL,7,Industrial NAICS Cogen,325,Y,A,45.5
2012,10004,Mosiac South Pierce Operations,FL,7,,325,Y,A,
2013,10004,Mosaic South Pierce Operations,FL,7,Industrial NAICS Cogen,325,Y,A,
2014,10004,Mosaic South Pierce Operations,FL,7,,325,Y,A,
2015,10004,Mosaic South Pierce Operations,FL,7,,325,Y,A,
2016,10004,Mosaic South Pierce Operations,FL,7,,325,Y,A,
2017,10004,Mosaic South Pierce Operations,FL,7,,325,Y,M,
2011,10005,Dinosaur Point,CA,2,NAICS-22 Non-Cogen,22,N,A,17.4
2012,10005,Dinosaur Point,CA,2,,22,N,A,
2013,10005,Dinosaur Point,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10005,Dinosaur Point,CA,2,,22,N,A,
2015,10005,Dinosaur Point,CA,2,,22,N,A,
2016,10005,Dinosaur Point,CA,2,,22,N,A,
2017,10005,Dinosaur Point,CA,2,,22,N,A,
2011,10008,Baptist Medical Center,FL,5,Commercial NAICS Cogen,622,Y,A,6
2012,10008,Baptist Medical Center,FL,5,,622,Y,A,
2013,10008,Baptist Medical Center,FL,5,Commercial NAICS Cogen,622,Y,A,
2014,10008,Baptist Medical Center,FL,5,,622,Y,A,
2015,10008,Baptist Medical Center,FL,5,,622,Y,A,
2016,10008,Baptist Medical Center,FL,5,,622,Y,A,
2017,10008,Baptist Medical Center,FL,5,,622,Y,M,
2011,10012,Covanta Warren Energy,NJ,2,NAICS-22 Non-Cogen,22,N,A,13.5
2012,10012,Covanta Warren Energy,NJ,2,,22,N,A,
2013,10012,Covanta Warren Energy,NJ,2,NAICS-22 Non-Cogen,22,N,A,
2014,10012,Covanta Warren Energy,NJ,2,,22,N,A,
2015,10012,Covanta Warren Energy,NJ,2,,22,N,A,
2016,10012,Covanta Warren Energy,NJ,2,,22,N,A,
2017,10012,Covanta Warren Energy,NJ,2,,22,N,M,
2011,10013,Covanta Hennepin Energy,MN,2,NAICS-22 Non-Cogen,22,N,A,39.5
2012,10013,Covanta Hennepin Energy,MN,2,,22,N,A,
2013,10013,Covanta Hennepin Energy,MN,2,NAICS-22 Non-Cogen,22,N,A,
2014,10013,Covanta Hennepin Energy,MN,2,,22,N,A,
2015,10013,Covanta Hennepin Energy,MN,2,,22,N,A,
2016,10013,Covanta Hennepin Energy,MN,2,,22,N,A,
2017,10013,Covanta Hennepin Energy,MN,2,,22,N,M,
2011,10014,Lucky Peak Power Plant Project,ID,2,NAICS-22 Non-Cogen,22,N,M,101.2
2012,10014,Lucky Peak Power Plant Project,ID,2,,22,N,M,
2013,10014,Lucky Peak Power Plant Project,ID,2,NAICS-22 Non-Cogen,22,N,M,
2014,10014,Lucky Peak Power Plant Project,ID,2,,22,N,M,
2015,10014,Lucky Peak Power Plant Project,ID,2,,22,N,M,
2016,10014,Lucky Peak Power Plant Project,ID,2,,22,N,M,
2017,10014,Lucky Peak Power Plant Project,ID,2,,22,N,A,
2011,10017,West Point Mill,VA,7,Industrial NAICS Cogen,322,Y,M,101
2012,10017,West Point Mill,VA,7,,322,Y,M,
2013,10017,West Point Mill,VA,7,Industrial NAICS Cogen,322,Y,M,
2014,10017,West Point Mill,VA,7,,322,Y,M,
2015,10017,WestRock-West Point Mill,VA,7,,322,Y,M,
2016,10017,WestRock-West Point Mill,VA,7,,322,Y,M,
2017,10017,WestRock-West Point Mill,VA,7,,322,Y,M,
2011,10018,Desert Peak Power Plant,NV,2,NAICS-22 Non-Cogen,22,N,A,26
2012,10018,Desert Peak Power Plant,NV,2,,22,N,A,
2013,10018,Desert Peak Power Plant,NV,2,NAICS-22 Non-Cogen,22,N,A,
2014,10018,Desert Peak Power Plant,NV,2,,22,N,A,
2015,10018,Desert Peak Power Plant,NV,2,,22,N,A,
2016,10018,Desert Peak Power Plant,NV,2,,22,N,A,
2017,10018,Desert Peak Power Plant,NV,2,,22,N,A,
2011,10020,Cutrale Citrus Juices USA I,FL,7,Industrial NAICS Cogen,311,Y,A,3.5
2012,10020,Cutrale Citrus Juices USA I,FL,7,,311,Y,A,
2013,10020,Cutrale Citrus Juices USA I,FL,7,Industrial NAICS Cogen,311,Y,A,
2014,10020,Cutrale Citrus Juices USA I,FL,7,,311,Y,A,
2015,10020,Cutrale Citrus Juices USA I,FL,7,,311,Y,A,
2016,10020,Cutrale Citrus Juices USA I,FL,6,,311,N,A,
2017,10020,Cutrale Citrus Juices USA I,FL,6,,311,N,A,
2011,10025,Kodak Park Site,NY,7,Industrial NAICS Cogen,339,Y,M,130.3
2012,10025,"RED-Rochester, LLC",NY,7,,339,Y,M,
2013,10025,"RED-Rochester, LLC",NY,7,Industrial NAICS Cogen,339,Y,M,
2014,10025,"RED-Rochester, LLC",NY,7,,339,Y,M,
2015,10025,"RED-Rochester, LLC",NY,7,,339,Y,M,
2016,10025,"RED-Rochester, LLC",NY,7,,339,Y,M,
2017,10025,"RED-Rochester, LLC",NY,7,,339,Y,M,
2011,10026,Encina Water Pollution Control,CA,5,Commercial NAICS Cogen,22132,Y,A,3.2
2012,10026,Encina Water Pollution Control,CA,4,,22132,N,A,
2013,10026,Encina Water Pollution Control,CA,4,Commercial NAICS Non-Cogen,22132,N,A,
2014,10026,Encina Water Pollution Control,CA,4,,22132,N,A,
2015,10026,Encina Water Pollution Control,CA,4,,22132,N,A,
2016,10026,Encina Water Pollution Control,CA,4,,22132,N,A,
2017,10026,Encina Water Pollution Control,CA,4,,22132,N,M,
2011,10027,EUIPH Wind Farm,CA,2,NAICS-22 Non-Cogen,22,N,A,25.4
2012,10027,EUIPH Wind Farm,CA,2,,22,N,A,
2013,10027,EUIPH Wind Farm,CA,2,NAICS-22 Non-Cogen,22,N,M,
2014,10027,EUIPH Wind Farm,CA,2,,22,N,M,
2015,10027,Windpark Unlimited 1,CA,2,,22,N,M,
2016,10027,Windpark Unlimited 1,CA,2,,22,N,A,
2017,10027,Windpark Unlimited 1,CA,2,,22,N,A,
2011,10028,Felt Hydroelectric Plant,ID,2,NAICS-22 Non-Cogen,22,N,A,7.4
2012,10028,Felt Hydroelectric Plant,ID,2,,22,N,A,
2013,10028,Felt Hydroelectric Plant,ID,2,NAICS-22 Non-Cogen,22,N,A,
2014,10028,Felt Hydroelectric Plant,ID,2,,22,N,A,
2015,10028,Felt Hydroelectric Plant,ID,2,,22,N,A,
2016,10028,Felt Hydroelectric Plant,ID,2,,22,N,A,
2017,10028,Felt Hydroelectric Plant,ID,2,,22,N,A,
2011,10029,General Electric Aircraft Engines,MA,7,Industrial NAICS Cogen,336,Y,A,53.6
2012,10029,General Electric Aircraft Engines,MA,7,,336,Y,A,
2013,10029,General Electric Aircraft Engines,MA,7,Industrial NAICS Cogen,336,Y,A,
2014,10029,General Electric Aircraft Engines,MA,7,,336,Y,A,
2015,10029,General Electric Aircraft Engines,MA,7,,336,Y,A,
2016,10029,General Electric Aircraft Engines,MA,7,,336,Y,A,
2017,10029,General Electric Aircraft Engines,MA,7,,336,Y,M,
2011,10030,NRG Energy Center Dover,DE,3,NAICS-22 Cogen,22,Y,A,118
2012,10030,NRG Energy Center Dover,DE,3,,22,Y,A,
2013,10030,NRG Energy Center Dover,DE,3,NAICS-22 Cogen,22,Y,A,
2014,10030,NRG Energy Center Dover,DE,3,,22,Y,A,
2015,10030,NRG Energy Center Dover,DE,3,,22,Y,A,
2016,10030,NRG Energy Center Dover,DE,3,,22,Y,A,
2017,10030,NRG Energy Center Dover,DE,3,,22,Y,M,
2011,10031,General Mills Operations Lodi,CA,7,Industrial NAICS Cogen,311,Y,A,4.6
2012,10031,General Mills Operations Lodi,CA,7,,311,Y,A,
2013,10031,General Mills Operations Lodi,CA,7,Industrial NAICS Cogen,311,Y,A,
2014,10031,General Mills Operations Lodi,CA,7,,311,Y,A,
2015,10031,General Mills Operations Lodi,CA,7,,311,Y,A,
2011,10032,Powertrain Warren General Motors,MI,7,Industrial NAICS Cogen,339,Y,A,4
2012,10032,Powertrain Warren General Motors,MI,7,,339,Y,A,
2013,10032,Powertrain Warren General Motors,MI,7,Industrial NAICS Cogen,339,Y,A,
2014,10032,Powertrain Warren General Motors,MI,7,,339,Y,A,
2015,10032,Powertrain Warren General Motors,MI,7,,339,Y,A,
2011,10033,Greater Detroit Resource Recovery,MI,5,Commercial NAICS Cogen,562213,Y,M,68.4
2012,10033,Greater Detroit Resource Recovery,MI,5,,562213,Y,M,
2013,10033,Greater Detroit Resource Recovery,MI,5,Commercial NAICS Cogen,562213,Y,M,
2014,10033,Greater Detroit Resource Recovery,MI,5,,562213,Y,M,
2015,10033,Greater Detroit Resource Recovery,MI,5,,562213,Y,M,
2016,10033,Greater Detroit Resource Recovery,MI,5,,562213,Y,M,
2017,10033,Greater Detroit Resource Recovery,MI,5,,562213,Y,M,
2011,10034,Gilroy Power Plant,CA,3,NAICS-22 Cogen,22,Y,A,130
2012,10034,Gilroy Power Plant,CA,3,,22,Y,A,
2013,10034,Gilroy Power Plant,CA,3,NAICS-22 Cogen,22,Y,A,
2014,10034,Gilroy Power Plant,CA,3,,22,Y,A,
2015,10034,Gilroy Power Plant,CA,3,,22,Y,A,
2016,10034,Gilroy Power Plant,CA,3,,22,Y,A,
2017,10034,Gilroy Power Plant,CA,3,,22,Y,A,
2011,10036,Hillsborough Hosiery,NH,2,NAICS-22 Non-Cogen,22,N,A,1.2
2012,10036,Hillsborough Hosiery,NH,2,,22,N,A,
2013,10036,Hillsborough Hosiery,NH,2,NAICS-22 Non-Cogen,22,N,A,
2014,10036,Hillsborough Hosiery,NH,2,,22,N,A,
2015,10036,Hillsborough Hosiery,NH,2,,22,N,A,
2016,10036,Hillsborough Hosiery,NH,2,,22,N,A,
2017,10036,Hillsborough Hosiery,NH,2,,22,N,A,
2011,10039,John Deere Harvester Works,IL,7,Industrial NAICS Cogen,333,Y,A,7.5
2012,10039,John Deere Harvester Works,IL,7,,333,Y,A,
2013,10039,John Deere Harvester Works,IL,7,Industrial NAICS Cogen,333,Y,A,
2014,10039,John Deere Harvester Works,IL,7,,333,Y,A,
2015,10039,John Deere Harvester Works,IL,7,,333,Y,A,
2011,10042,Kaweah Delta District Hospital,CA,5,Commercial NAICS Cogen,622,Y,A,3.5
2012,10042,Kaweah Delta District Hospital,CA,4,,622,N,A,
2013,10042,Kaweah Delta District Hospital,CA,4,Commercial NAICS Non-Cogen,622,N,A,
2014,10042,Kaweah Delta District Hospital,CA,4,,622,N,A,
2015,10042,Kaweah Delta District Hospital,CA,4,,622,N,A,
2016,10042,Kaweah Delta District Hospital,CA,4,,622,N,A,
2017,10042,Kaweah Delta District Hospital,CA,4,,622,N,M,
2011,10043,Logan Generating Company LP,NJ,3,NAICS-22 Cogen,22,Y,M,242.3
2012,10043,Logan Generating Company LP,NJ,3,,22,Y,M,
2013,10043,Logan Generating Company LP,NJ,3,NAICS-22 Cogen,22,Y,M,
2014,10043,Logan Generating Company LP,NJ,3,,22,Y,M,
2015,10043,Logan Generating Company LP,NJ,3,,22,Y,M,
2016,10043,Logan Generating Company LP,NJ,3,,22,Y,M,
2017,10043,Logan Generating Company LP,NJ,3,,22,Y,M,
2011,10045,Kinsleys Landfill,NJ,2,NAICS-22 Non-Cogen,22,N,A,2
2012,10045,Kinsleys Landfill,NJ,2,,22,N,A,
2013,10045,Kinsleys Landfill,NJ,2,NAICS-22 Non-Cogen,22,N,A,
2014,10045,Kinsleys Landfill,NJ,2,,22,N,A,
2011,10048,Central Utilities Plant LAX,CA,5,Commercial NAICS Cogen,4881,Y,A,8
2012,10048,Central Utilities Plant LAX,CA,5,,4881,Y,A,
2013,10048,Central Utilities Plant LAX,CA,5,Commercial NAICS Cogen,4881,Y,A,
2011,10049,Little Mac Project,ID,2,NAICS-22 Non-Cogen,22,N,A,1.5
2012,10049,Little Mac Project,ID,2,,22,N,A,
2013,10049,Little Mac Project,ID,2,NAICS-22 Non-Cogen,22,N,A,
2014,10049,Little Mac Project,ID,2,,22,N,A,
2015,10049,Little Mac Project,ID,2,,22,N,A,
2016,10049,Little Mac Project,ID,2,,22,N,A,
2017,10049,Little Mac Project,ID,2,,22,N,A,
2011,10050,Fourche Creek Wastewater,AR,5,Commercial NAICS Cogen,22132,Y,A,1.8
2012,10050,Fourche Creek Wastewater,AR,5,,22132,Y,A,
2013,10050,Fourche Creek Wastewater,AR,5,Commercial NAICS Cogen,22132,Y,A,
2014,10050,Fourche Creek Wastewater,AR,5,,22132,Y,A,
2015,10050,Fourche Creek Wastewater,AR,5,,22132,Y,A,
2016,10050,Fourche Creek Wastewater,AR,5,,22132,Y,A,
2017,10050,Fourche Creek Wastewater,AR,5,,22132,Y,M,
2013,10051,Lockville Hydropower,NC,2,NAICS-22 Non-Cogen,22,N,A,
2014,10051,Lockville Hydropower,NC,2,,22,N,A,
2015,10051,Lockville Hydropower,NC,2,,22,N,A,
2016,10051,Lockville Hydropower,NC,2,,22,N,A,
2017,10051,Lockville Hydropower,NC,2,,22,N,A,
2011,10052,Fairhaven Power,CA,2,NAICS-22 Non-Cogen,22,N,A,18.8
2012,10052,Fairhaven Power,CA,2,,22,N,A,
2013,10052,Fairhaven Power,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10052,Fairhaven Power,CA,2,,22,N,A,
2015,10052,Fairhaven Power,CA,2,,22,N,A,
2016,10052,Fairhaven Power,CA,2,,22,N,A,
2017,10052,Fairhaven Power,CA,2,,22,N,A,
2011,10053,Perma Treat Corporation,ME,7,Industrial NAICS Cogen,321,Y,A,1.8
2011,10058,General Electric Diesel Engine Plant,PA,7,Industrial NAICS Cogen,336,Y,A,4.4
2012,10058,General Electric Diesel Engine Plant,PA,7,,336,Y,A,
2013,10058,General Electric Diesel Engine Plant,PA,6,Industrial NAICS Non-Cogen,336,N,A,
2014,10058,General Electric Diesel Engine Plant,PA,6,,336,N,A,
2015,10058,General Electric Diesel Engine Plant,PA,6,,336,N,A,
2016,10058,General Electric Diesel Engine Plant,PA,6,,336,N,A,
2017,10058,General Electric Diesel Engine Plant,PA,6,,336,N,M,
2011,10059,General Electric Great Falls Upper Hydro,NH,6,Industrial NAICS Non-Cogen,335,N,A,2.2
2012,10059,General Electric Great Falls Upper Hydro,NH,6,,335,N,A,
2013,10059,General Electric Great Falls Upper Hydro,NH,6,Industrial NAICS Non-Cogen,335,N,A,
2014,10059,General Electric Great Falls Upper Hydro,NH,6,,335,N,A,
2011,10061,MARS Chocolate North American LLC,NJ,7,Industrial NAICS Cogen,311,Y,A,10.2
2012,10061,Mars Snackfood US,NJ,7,,311,Y,A,
2013,10061,Mars Snackfood US,NJ,7,Industrial NAICS Cogen,311,Y,A,
2014,10061,Mars Snackfood US,NJ,7,,311,Y,A,
2015,10061,Mars Snackfood US,NJ,7,,311,Y,A,
2016,10061,Mars Snackfood US,NJ,7,,311,Y,A,
2017,10061,"Mars Wrigley Confectionery US, LLC",NJ,7,,311,Y,A,
2011,10062,Miami Dade County Resource Recovery Fac,FL,2,NAICS-22 Non-Cogen,22,N,M,77
2012,10062,Miami Dade County Resource Recovery Fac,FL,2,,22,N,M,
2013,10062,Miami Dade County Resource Recovery Fac,FL,2,NAICS-22 Non-Cogen,22,N,M,
2014,10062,Miami Dade County Resource Recovery Fac,FL,2,,22,N,M,
2015,10062,Miami Dade County Resource Recovery Fac,FL,2,,22,N,M,
2016,10062,Miami Dade County Resource Recovery Fac,FL,2,,22,N,M,
2017,10062,Miami Dade County Resource Recovery Fac,FL,2,,22,N,M,
2011,10063,Derby Hydro,CT,2,NAICS-22 Non-Cogen,22,N,A,8.6
2012,10063,Derby Hydro,CT,2,,22,N,A,
2013,10063,Derby Hydro,CT,2,NAICS-22 Non-Cogen,22,N,A,
2014,10063,Derby Hydro,CT,2,,22,N,A,
2015,10063,Derby Hydro,CT,2,,22,N,A,
2016,10063,Derby Hydro,CT,2,,22,N,A,
2017,10063,Derby Hydro,CT,2,,22,N,A,
2011,10066,Lockwood Hydroelectric Facility,ME,2,NAICS-22 Non-Cogen,22,N,A,7.2
2012,10066,Lockwood Hydroelectric Facility,ME,2,,22,N,A,
2013,10066,Lockwood Hydroelectric Facility,ME,2,NAICS-22 Non-Cogen,22,N,A,
2014,10066,Lockwood Hydroelectric Facility,ME,2,,22,N,A,
2015,10066,Lockwood Hydroelectric Facility,ME,2,,22,N,A,
2016,10066,Lockwood Hydroelectric Facility,ME,2,,22,N,A,
2017,10066,Lockwood Hydroelectric Facility,ME,2,,22,N,A,
2011,10070,Foothills Hydro Plant,CO,2,NAICS-22 Non-Cogen,22,N,A,3.1
2012,10070,Foothills Hydro Plant,CO,2,,22,N,A,
2013,10070,Foothills Hydro Plant,CO,2,NAICS-22 Non-Cogen,22,N,A,
2014,10070,Foothills Hydro Plant,CO,2,,22,N,A,
2015,10070,Foothills Hydro Plant,CO,2,,22,N,A,
2016,10070,Foothills Hydro Plant,CO,2,,22,N,A,
2017,10070,Foothills Hydro Plant,CO,2,,22,N,A,
2011,10071,Portsmouth Genco LLC,VA,2,NAICS-22 Non-Cogen,22,N,A,114.8
2012,10071,Portsmouth Genco LLC,VA,2,,22,N,A,
2013,10071,Portsmouth Genco LLC,VA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10071,Portsmouth Genco LLC,VA,2,,22,N,A,
2015,10071,Portsmouth Genco LLC,VA,2,,22,N,A,
2011,10072,Engineered Carbons Borger Cogen,TX,6,Industrial NAICS Non-Cogen,325,N,A,20
2012,10072,Engineered Carbons Borger Cogen,TX,6,,325,N,A,
2013,10072,Engineered Carbons Borger Cogen,TX,6,Industrial NAICS Non-Cogen,325,N,A,
2014,10072,Engineered Carbons Borger Cogen,TX,6,,325,N,A,
2015,10072,Engineered Carbons Borger Cogen,TX,6,,325,N,A,
2016,10072,Engineered Carbons Borger Cogen,TX,6,,325,N,A,
2017,10072,Engineered Carbons Borger Cogen,TX,6,,325,N,A,
2011,10075,Taconite Harbor Energy Center,MN,1,Electric Utility,22,N,M,252
2012,10075,Taconite Harbor Energy Center,MN,1,,22,N,M,
2013,10075,Taconite Harbor Energy Center,MN,1,Electric Utility,22,N,M,
2014,10075,Taconite Harbor Energy Center,MN,1,,22,N,M,
2015,10075,Taconite Harbor Energy Center,MN,1,,22,N,M,
2016,10075,Taconite Harbor Energy Center,MN,1,,22,N,M,
2017,10075,Taconite Harbor Energy Center,MN,1,,22,N,A,
2011,10081,Strontia Springs Hydro Plant,CO,2,NAICS-22 Non-Cogen,22,N,A,1
2012,10081,Strontia Springs Hydro Plant,CO,2,,22,N,A,
2013,10081,Strontia Springs Hydro Plant,CO,2,NAICS-22 Non-Cogen,22,N,A,
2014,10081,Strontia Springs Hydro Plant,CO,2,,22,N,A,
2015,10081,Strontia Springs Hydro Plant,CO,2,,22,N,A,
2016,10081,Strontia Springs Hydro Plant,CO,2,,22,N,A,
2017,10081,Strontia Springs Hydro Plant,CO,2,,22,N,A,
2011,10090,Commerce Refuse To Energy,CA,2,NAICS-22 Non-Cogen,22,N,A,12
2012,10090,Commerce Refuse To Energy,CA,2,,22,N,A,
2013,10090,Commerce Refuse To Energy,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10090,Commerce Refuse To Energy,CA,2,,22,N,A,
2015,10090,Commerce Refuse To Energy,CA,2,,22,N,A,
2016,10090,Commerce Refuse To Energy,CA,2,,22,N,A,
2017,10090,Commerce Refuse To Energy,CA,2,,22,N,M,
2011,10091,Total Energy Facilities,CA,5,Commercial NAICS Cogen,22132,Y,A,29.7
2012,10091,Total Energy Facilities,CA,5,,22132,Y,A,
2013,10091,Total Energy Facilities,CA,5,Commercial NAICS Cogen,22132,Y,A,
2014,10091,Total Energy Facilities,CA,5,,22132,Y,A,
2015,10091,Total Energy Facilities,CA,5,,22132,Y,A,
2016,10091,Total Energy Facilities,CA,5,,22132,Y,A,
2017,10091,Total Energy Facilities,CA,5,,22132,Y,A,
2011,10093,Tesoro Hawaii,HI,7,Industrial NAICS Cogen,32411,Y,A,20
2012,10093,Tesoro Hawaii,HI,7,,32411,Y,A,
2013,10093,Tesoro Hawaii,HI,7,Industrial NAICS Cogen,32411,Y,A,
2014,10093,Tesoro Hawaii,HI,7,,32411,Y,A,
2015,10093,Tesoro Hawaii,HI,7,,32411,Y,A,
2016,10093,Tesoro Hawaii,HI,7,,32411,Y,A,
2017,10093,Tesoro Hawaii,HI,7,,32411,Y,M,
2011,10099,Pedricktown Cogeneration Company LP,NJ,3,NAICS-22 Cogen,22,Y,A,134.5
2012,10099,Pedricktown Cogen Plant,NJ,3,,22,Y,A,
2013,10099,Pedricktown Cogen Plant,NJ,3,NAICS-22 Cogen,22,Y,A,
2014,10099,Pedricktown Cogen Plant,NJ,2,,22,N,A,
2015,10099,Pedricktown Cogen Plant,NJ,2,,22,N,A,
2016,10099,Pedricktown Cogen Plant,NJ,2,,22,N,A,
2017,10099,Pedricktown Cogen Plant,NJ,2,,22,N,A,
2011,10108,Hampton Facility,NH,7,Industrial NAICS Cogen,314,Y,A,8.8
2012,10108,Hampton Facility,NH,7,,314,Y,A,
2013,10108,Hampton Facility,NH,7,Industrial NAICS Cogen,314,Y,A,
2014,10108,Hampton Facility,NH,7,,314,Y,A,
2015,10108,Hampton Facility,NH,7,,314,Y,A,
2016,10108,Hampton Facility,NH,7,,314,Y,A,
2017,10108,Hampton Facility,NH,7,,314,Y,M,
2011,10109,Franklin Industrial Complex,NH,2,NAICS-22 Non-Cogen,22,N,A,1.7
2012,10109,Franklin Industrial Complex,NH,2,,22,N,A,
2013,10109,Franklin Industrial Complex,NH,2,NAICS-22 Non-Cogen,22,N,A,
2014,10109,Franklin Industrial Complex,NH,2,,22,N,A,
2015,10109,Franklin Industrial Complex,NH,2,,22,N,A,
2016,10109,Franklin Industrial Complex,NH,2,,22,N,A,
2017,10109,Franklin Industrial Complex,NH,2,,22,N,A,
2011,10110,Frito-Lay Cogen Plant,CA,7,Industrial NAICS Cogen,311,Y,A,6
2012,10110,Frito-Lay Cogen Plant,CA,7,,311,Y,A,
2013,10110,Frito-Lay Cogen Plant,CA,7,Industrial NAICS Cogen,311,Y,A,
2014,10110,Frito-Lay Cogen Plant,CA,7,,311,Y,A,
2015,10110,Frito-Lay Cogen Plant,CA,7,,311,Y,A,
2016,10110,Frito-Lay Cogen Plant,CA,7,,311,Y,A,
2017,10110,Frito-Lay Cogen Plant,CA,7,,311,Y,A,
2011,10113,John B Rich Memorial Power Station,PA,3,NAICS-22 Cogen,22,Y,A,88.4
2012,10113,John B Rich Memorial Power Station,PA,3,,22,Y,A,
2013,10113,John B Rich Memorial Power Station,PA,3,NAICS-22 Cogen,22,Y,A,
2014,10113,John B Rich Memorial Power Station,PA,2,,22,N,A,
2015,10113,John B Rich Memorial Power Station,PA,3,,22,Y,A,
2016,10113,John B Rich Memorial Power Station,PA,3,,22,Y,A,
2017,10113,John B Rich Memorial Power Station,PA,3,,22,Y,A,
2011,10115,Grossmont Hospital,CA,5,Commercial NAICS Cogen,622,Y,A,1.6
2012,10115,Grossmont Hospital,CA,5,,622,Y,A,
2013,10115,Grossmont Hospital,CA,5,Commercial NAICS Cogen,622,Y,A,
2014,10115,Grossmont Hospital,CA,5,,622,Y,A,
2015,10115,Grossmont Hospital,CA,5,,622,Y,A,
2016,10115,Grossmont Hospital,CA,5,,622,Y,A,
2017,10115,Grossmont Hospital,CA,5,,622,Y,A,
2011,10116,Hampshire Paper,NY,2,NAICS-22 Non-Cogen,22,N,A,3.4
2012,10116,Hampshire Paper,NY,2,,22,N,A,
2013,10116,Hampshire Paper,NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10116,Hampshire Paper,NY,2,,22,N,A,
2015,10116,Hampshire Paper,NY,2,,22,N,A,
2016,10116,Hampshire Paper,NY,2,,22,N,A,
2017,10116,Hampshire Paper,NY,2,,22,N,A,
2011,10118,Harrisburg Facility,PA,3,NAICS-22 Cogen,22,Y,A,24.1
2012,10118,Harrisburg Facility,PA,2,,22,N,A,
2013,10118,Harrisburg Facility,PA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10118,Harrisburg Facility,PA,3,,22,Y,A,
2015,10118,Harrisburg Facility,PA,3,,22,Y,A,
2016,10118,Harrisburg Facility,PA,3,,22,Y,A,
2017,10118,Harrisburg Facility,PA,3,,22,Y,M,
2011,10120,PInova Inc,GA,7,Industrial NAICS Cogen,325,Y,A,7.1
2012,10120,PInova Inc,GA,7,,325,Y,A,
2013,10120,PInova Inc,GA,7,Industrial NAICS Cogen,325,Y,A,
2014,10120,PInova Inc,GA,7,,325,Y,A,
2015,10120,PInova Inc,GA,7,,325,Y,A,
2016,10120,PInova Inc,GA,7,,325,Y,A,
2017,10120,PInova Inc,GA,7,,325,Y,A,
2011,10121,High Shoals Hydro,GA,2,NAICS-22 Non-Cogen,22,N,A,1.4
2012,10121,High Shoals Hydro,GA,2,,22,N,A,
2013,10121,High Shoals Hydro (GA),GA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10121,High Shoals Hydro (GA),GA,2,,22,N,A,
2015,10121,High Shoals Hydro (GA),GA,2,,22,N,A,
2016,10121,High Shoals Hydro (GA),GA,2,,22,N,A,
2017,10121,High Shoals Hydro (GA),GA,2,,22,N,A,
2011,10122,Aventis Pharmaceuticals,NJ,7,Industrial NAICS Cogen,325,Y,A,5
2012,10122,Aventis Pharmaceuticals,NJ,7,,325,Y,A,
2013,10122,CIP II/AR Bridgewater Holdings - NJCOE,NJ,5,Commercial NAICS Cogen,53,Y,A,
2014,10122,CIP II/AR Bridgewater Holdings - NJCOE,NJ,5,,53,Y,A,
2015,10122,CIP II/AR Bridgewater Holdings - NJCOE,NJ,5,,53,Y,A,
2016,10122,CIP II/AR Bridgewater Holdings - NJCOE,NJ,5,,53,Y,A,
2017,10122,CIP II/AR Bridgewater Holdings - NJCOE,NJ,5,,53,Y,M,
2011,10123,Hoffmann LaRoche,NJ,7,Industrial NAICS Cogen,325,Y,A,10.6
2012,10123,Hoffmann LaRoche,NJ,7,,325,Y,A,
2013,10123,Hoffmann LaRoche,NJ,7,Industrial NAICS Cogen,325,Y,A,
2014,10123,Hoffmann LaRoche,NJ,7,,325,Y,A,
2015,10123,Hoffmann LaRoche,NJ,7,,325,Y,A,
2016,10123,Hoffmann LaRoche,NJ,7,,325,Y,A,
2017,10123,Hoffmann LaRoche,NJ,7,,325,Y,M,
2011,10124,Hollow Dam Power Partnership,NY,2,NAICS-22 Non-Cogen,22,N,A,1
2012,10124,Hollow Dam Power Partnership,NY,2,,22,N,A,
2013,10124,Hollow Dam Power Partnership,NY,2,NAICS-22 Non-Cogen,22,N,A,
