YEAR,ORISPL,NAME,STATE,SECTOR,SECTOR_NAME,NAICS,CHP,REPORTING,CAPACITY
2014,55263,Galion Generating Station,OH,1,,22,N,A,
2015,55263,Galion Generating Station,OH,1,,22,N,A,
2016,55263,Galion Generating Station,OH,1,,22,N,A,
2017,55263,Galion Generating Station,OH,1,,22,N,A,
2011,55264,Napoleon Peaking Station,OH,1,Electric Utility,22,N,A,49.5
2012,55264,Napoleon Peaking Station,OH,1,,22,N,A,
2013,55264,Napoleon Peaking Station,OH,1,Electric Utility,22,N,A,
2014,55264,Napoleon Peaking Station,OH,1,,22,N,A,
2015,55264,Napoleon Peaking Station,OH,1,,22,N,A,
2016,55264,Napoleon Peaking Station,OH,1,,22,N,A,
2017,55264,Napoleon Peaking Station,OH,1,,22,N,A,
2011,55265,Lake Benton II,MN,2,NAICS-22 Non-Cogen,22,N,M,103.5
2012,55265,Lake Benton II,MN,2,,22,N,M,
2013,55265,Lake Benton II,MN,2,NAICS-22 Non-Cogen,22,N,M,
2014,55265,Lake Benton II,MN,2,,22,N,M,
2015,55265,Lake Benton II,MN,2,,22,N,M,
2016,55265,Lake Benton II,MN,2,,22,N,M,
2017,55265,Lake Benton II,MN,2,,22,N,A,
2011,55267,West Georgia Generating,GA,2,NAICS-22 Non-Cogen,22,N,M,701.2
2012,55267,Edward L. Addison Generating Plant,GA,2,,22,N,M,
2013,55267,Edward L. Addison Generating Plant,GA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55267,Edward L. Addison Generating Plant,GA,2,,22,N,M,
2015,55267,Edward L. Addison Generating Plant,GA,2,,22,N,M,
2016,55267,Edward L. Addison Generating Plant,GA,2,,22,N,M,
2017,55267,Edward L. Addison Generating Plant,GA,2,,22,N,A,
2011,55269,TVA Southaven Combined Cycle,MS,1,Electric Utility,22,N,M,903.9
2012,55269,TVA Southaven Combined Cycle,MS,1,,22,N,M,
2013,55269,TVA Southaven Combined Cycle,MS,1,Electric Utility,22,N,M,
2014,55269,TVA Southaven Combined Cycle,MS,1,,22,N,M,
2015,55269,TVA Southaven Combined Cycle,MS,1,,22,N,M,
2016,55269,TVA Southaven Combined Cycle,MS,1,,22,N,M,
2017,55269,TVA Southaven Combined Cycle,MS,1,,22,N,M,
2011,55270,Jackson Michigan Facility,MI,2,NAICS-22 Non-Cogen,22,N,M,649
2012,55270,Jackson Michigan Facility,MI,2,,22,N,M,
2013,55270,Jackson Power Facility,MI,2,NAICS-22 Non-Cogen,22,N,M,
2014,55270,Jackson Power Facility,MI,2,,22,N,M,
2015,55270,Jackson Generating Station,MI,1,,22,N,M,
2016,55270,Jackson Generating Station,MI,1,,22,N,M,
2017,55270,Jackson Generating Station,MI,1,,22,N,A,
2011,55271,Tenaska Lindsay Hill Generating Station,AL,2,NAICS-22 Non-Cogen,22,N,M,939.4
2012,55271,Tenaska Lindsay Hill Generating Station,AL,2,,22,N,M,
2013,55271,Tenaska Lindsay Hill Generating Station,AL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55271,Tenaska Lindsay Hill Generating Station,AL,2,,22,N,M,
2015,55271,Tenaska Lindsay Hill Generating Station,AL,2,,22,N,M,
2016,55271,Tenaska Lindsay Hill Generating Station,AL,2,,22,N,M,
2017,55271,Tenaska Lindsay Hill Generating Station,AL,2,,22,N,M,
2011,55274,State Farm Insurance Support Center East,GA,4,Commercial NAICS Non-Cogen,521,N,A,10.8
2012,55274,State Farm Support Center East,GA,4,,521,N,A,
2013,55274,State Farm Support Center East,GA,4,Commercial NAICS Non-Cogen,521,N,A,
2014,55274,State Farm Support Center East,GA,4,,521,N,A,
2015,55274,State Farm Support Center East,GA,4,,521,N,A,
2016,55274,State Farm Support Center East,GA,4,,521,N,A,
2017,55274,State Farm Support Center East,GA,4,,521,N,A,
2011,55276,Ceredo Generating Station,WV,1,Electric Utility,22,N,M,519
2012,55276,Ceredo Generating Station,WV,1,,22,N,M,
2013,55276,Ceredo Generating Station,WV,1,Electric Utility,22,N,M,
2014,55276,Ceredo Generating Station,WV,1,,22,N,M,
2015,55276,Ceredo Generating Station,WV,1,,22,N,M,
2016,55276,Ceredo Generating Station,WV,1,,22,N,M,
2017,55276,Ceredo Generating Station,WV,1,,22,N,M,
2011,55278,Beaver Creek Gas Plant,WY,7,Industrial NAICS Cogen,211,Y,A,5
2012,55278,Beaver Creek Gas Plant,WY,7,,211,Y,A,
2013,55278,Beaver Creek Gas Plant,WY,7,Industrial NAICS Cogen,211,Y,A,
2014,55278,Beaver Creek Gas Plant,WY,7,,211,Y,A,
2015,55278,Beaver Creek Gas Plant,WY,7,,211,Y,A,
2016,55278,Beaver Creek Gas Plant,WY,7,,211,Y,A,
2017,55278,Beaver Creek Gas Plant,WY,7,,211,Y,A,
2011,55279,Aurora,IL,2,NAICS-22 Non-Cogen,22,N,M,1275
2012,55279,Aurora,IL,2,,22,N,M,
2013,55279,Aurora,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55279,Aurora,IL,2,,22,N,M,
2015,55279,Aurora,IL,2,,22,N,M,
2016,55279,Aurora,IL,2,,22,N,M,
2017,55279,Aurora,IL,2,,22,N,M,
2011,55281,Southeast Chicago Energy Project,IL,2,NAICS-22 Non-Cogen,22,N,M,407.2
2012,55281,Southeast Chicago Energy Project,IL,2,,22,N,M,
2013,55281,Southeast Chicago Energy Project,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55281,Southeast Chicago Energy Project,IL,2,,22,N,M,
2015,55281,Southeast Chicago Energy Project,IL,2,,22,N,M,
2016,55281,Southeast Chicago Energy Project,IL,2,,22,N,M,
2017,55281,Southeast Chicago Energy Project,IL,2,,22,N,A,
2011,55282,Arlington Valley Energy Facility,AZ,2,NAICS-22 Non-Cogen,22,N,M,713
2012,55282,Arlington Valley Energy Facility,AZ,2,,22,N,M,
2013,55282,Arlington Valley Energy Facility,AZ,2,NAICS-22 Non-Cogen,22,N,M,
2014,55282,Arlington Valley Energy Facility,AZ,2,,22,N,M,
2015,55282,Arlington Valley Energy Facility,AZ,2,,22,N,M,
2016,55282,Arlington Valley Energy Facility,AZ,2,,22,N,M,
2017,55282,Arlington Valley Energy Facility,AZ,2,,22,N,M,
2011,55283,Front Range Power Plant,CO,1,Electric Utility,22,N,M,541
2012,55283,Front Range Power Plant,CO,1,,22,N,M,
2013,55283,Front Range Power Plant,CO,1,Electric Utility,22,N,M,
2014,55283,Front Range Power Plant,CO,1,,22,N,M,
2015,55283,Front Range Power Plant,CO,1,,22,N,M,
2016,55283,Front Range Power Plant,CO,1,,22,N,M,
2017,55283,Front Range Power Plant,CO,1,,22,N,M,
2011,55284,Big Sandy Peaker Plant,WV,2,NAICS-22 Non-Cogen,22,N,M,342
2012,55284,Big Sandy Peaker Plant,WV,2,,22,N,M,
2013,55284,Big Sandy Peaker Plant,WV,2,NAICS-22 Non-Cogen,22,N,M,
2014,55284,Big Sandy Peaker Plant,WV,2,,22,N,M,
2015,55284,Big Sandy Peaker Plant,WV,2,,22,N,M,
2016,55284,Big Sandy Peaker Plant,WV,2,,22,N,M,
2017,55284,Big Sandy Peaker Plant,WV,2,,22,N,A,
2011,55285,Wolf Hills Energy,VA,2,NAICS-22 Non-Cogen,22,N,M,285
2012,55285,Wolf Hills Energy,VA,2,,22,N,M,
2013,55285,Wolf Hills Energy,VA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55285,Wolf Hills Energy,VA,2,,22,N,M,
2015,55285,Wolf Hills Energy,VA,2,,22,N,M,
2016,55285,Wolf Hills Energy,VA,2,,22,N,M,
2017,55285,Wolf Hills Energy,VA,2,,22,N,A,
2011,55286,Oleander Power Project LP,FL,2,NAICS-22 Non-Cogen,22,N,M,994.4
2012,55286,Oleander Power Project LP,FL,2,,22,N,M,
2013,55286,Oleander Power Project LP,FL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55286,Oleander Power Project LP,FL,2,,22,N,M,
2015,55286,Oleander Power Project LP,FL,2,,22,N,M,
2016,55286,Oleander Power Project LP,FL,2,,22,N,M,
2017,55286,Oleander Power Project LP,FL,2,,22,N,A,
2011,55287,Storm Lake II,IA,2,NAICS-22 Non-Cogen,22,N,M,80.2
2012,55287,Storm Lake II,IA,2,,22,N,M,
2013,55287,Storm Lake II,IA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55287,Storm Lake II,IA,2,,22,N,M,
2015,55287,Storm Lake II,IA,2,,22,N,M,
2016,55287,Storm Lake II,IA,2,,22,N,M,
2017,55287,Storm Lake II,IA,2,,22,N,A,
2011,55288,PPL Medway Hydro,ME,2,NAICS-22 Non-Cogen,22,N,A,3.2
2012,55288,Medway Hydro,ME,2,,22,N,A,
2013,55288,Medway Hydro,ME,2,NAICS-22 Non-Cogen,22,N,A,
2014,55288,Medway Hydro,ME,2,,22,N,A,
2015,55288,Medway Hydro,ME,2,,22,N,A,
2016,55288,Medway Hydro,ME,2,,22,N,A,
2017,55288,Medway Hydro,ME,2,,22,N,A,
2011,55292,Decatur Energy Center,AL,2,NAICS-22 Non-Cogen,22,N,M,902.4
2012,55292,Decatur Energy Center,AL,2,,22,N,M,
2013,55292,Decatur Energy Center,AL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55292,Decatur Energy Center,AL,2,,22,N,M,
2015,55292,Decatur Energy Center,AL,2,,22,N,M,
2016,55292,Decatur Energy Center,AL,2,,22,N,M,
2017,55292,Decatur Energy Center,AL,2,,22,N,A,
2011,55293,Morgan Energy Center,AL,3,NAICS-22 Cogen,22,Y,M,900
2012,55293,Morgan Energy Center,AL,3,,22,Y,M,
2013,55293,Morgan Energy Center,AL,3,NAICS-22 Cogen,22,Y,M,
2014,55293,Morgan Energy Center,AL,3,,22,Y,M,
2015,55293,Morgan Energy Center,AL,3,,22,Y,M,
2016,55293,Morgan Energy Center,AL,3,,22,Y,M,
2017,55293,Morgan Energy Center,AL,3,,22,Y,M,
2011,55294,Westbrook Energy Center Power Plant,ME,2,NAICS-22 Non-Cogen,22,N,M,563.9
2012,55294,Westbrook Energy Center Power Plant,ME,2,,22,N,M,
2013,55294,Westbrook Energy Center Power Plant,ME,2,NAICS-22 Non-Cogen,22,N,M,
2014,55294,Westbrook Energy Center Power Plant,ME,2,,22,N,M,
2015,55294,Westbrook Energy Center Power Plant,ME,2,,22,N,M,
2016,55294,Westbrook Energy Center Power Plant,ME,2,,22,N,M,
2017,55294,Westbrook Energy Center Power Plant,ME,2,,22,N,A,
2011,55295,Blythe Energy LLC,CA,2,NAICS-22 Non-Cogen,22,N,M,591
2012,55295,Blythe Energy Inc,CA,2,,22,N,M,
2013,55295,Blythe Energy Inc,CA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55295,Blythe Energy Inc,CA,2,,22,N,M,
2015,55295,Blythe Energy Inc,CA,2,,22,N,M,
2016,55295,Blythe Energy Inc,CA,2,,22,N,M,
2017,55295,Blythe Energy Inc,CA,2,,22,N,M,
2011,55296,Calumet Energy Team LLC,IL,2,NAICS-22 Non-Cogen,22,N,M,312.8
2012,55296,Calumet Energy Team LLC,IL,2,,22,N,M,
2013,55296,Calumet Energy Team LLC,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55296,Calumet Energy Team LLC,IL,2,,22,N,M,
2015,55296,Calumet Energy Team LLC,IL,2,,22,N,M,
2016,55296,Calumet Energy Team LLC,IL,2,,22,N,M,
2017,55296,Calumet Energy Team LLC,IL,2,,22,N,A,
2011,55297,New Covert Generating Facility,MI,2,NAICS-22 Non-Cogen,22,N,M,1176
2012,55297,New Covert Generating Facility,MI,2,,22,N,M,
2013,55297,New Covert Generating Facility,MI,2,NAICS-22 Non-Cogen,22,N,M,
2014,55297,New Covert Generating Facility,MI,2,,22,N,M,
2015,55297,New Covert Generating Facility,MI,2,,22,N,M,
2016,55297,New Covert Generating Facility,MI,2,,22,N,M,
2017,55297,New Covert Generating Facility,MI,2,,22,N,M,
2011,55298,Fairless Energy Center,PA,2,NAICS-22 Non-Cogen,22,N,M,1338
2012,55298,Fairless Energy Center,PA,2,,22,N,M,
2013,55298,Fairless Energy Center,PA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55298,Fairless Energy Center,PA,2,,22,N,M,
2015,55298,Fairless Energy Center,PA,2,,22,N,M,
2016,55298,Fairless Energy Center,PA,2,,22,N,M,
2017,55298,Fairless Energy Center,PA,2,,22,N,M,
2011,55299,Channel Energy Center LLC,TX,3,NAICS-22 Cogen,22,Y,M,715
2012,55299,Channel Energy Center LLC,TX,3,,22,Y,M,
2013,55299,Channel Energy Center LLC,TX,3,NAICS-22 Cogen,22,Y,M,
2014,55299,Channel Energy Center LLC,TX,3,,22,Y,M,
2015,55299,Channel Energy Center LLC,TX,3,,22,Y,M,
2016,55299,Channel Energy Center LLC,TX,3,,22,Y,M,
2017,55299,Channel Energy Center LLC,TX,3,,22,Y,M,
2011,55302,Wasatch Energy Systems Energy Recovery,UT,3,NAICS-22 Cogen,22,Y,A,1.6
2012,55302,Wasatch Energy Systems Energy Recovery,UT,3,,22,Y,A,
2013,55302,Wasatch Energy Systems Energy Recovery,UT,3,NAICS-22 Cogen,22,Y,A,
2014,55302,Wasatch Energy Systems Energy Recovery,UT,3,,22,Y,A,
2015,55302,Wasatch Energy Systems Energy Recovery,UT,3,,22,Y,A,
2016,55302,Wasatch Energy Systems Energy Recovery,UT,3,,22,Y,A,
2017,55302,Wasatch Energy Systems Energy Recovery,UT,3,,22,Y,M,
2011,55304,Baconton Power Plant,GA,2,NAICS-22 Non-Cogen,22,N,M,240
2012,55304,Baconton Power Plant,GA,2,,22,N,M,
2013,55304,Baconton Power Plant,GA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55304,Baconton Power Plant,GA,2,,22,N,M,
2015,55304,Baconton Power Plant,GA,2,,22,N,M,
2016,55304,Baconton Power Plant,GA,2,,22,N,M,
2017,55304,Baconton Power Plant,GA,2,,22,N,A,
2011,55306,Gila River Power Station,AZ,2,NAICS-22 Non-Cogen,22,N,M,2476
2012,55306,Gila River Power Station,AZ,2,,22,N,M,
2013,55306,Gila River Power Station,AZ,2,NAICS-22 Non-Cogen,22,N,M,
2014,55306,Gila River Power Station,AZ,2,,22,N,M,
2015,55306,Gila River Power Station,AZ,2,,22,N,M,
2016,55306,Gila River Power Station,AZ,2,,22,N,M,
2017,55306,Gila River Power Block 4,AZ,1,,22,N,M,
2011,55308,Calvert City,KY,7,Industrial NAICS Cogen,325188,Y,A,26.7
2012,55308,Calvert City,KY,7,,325188,Y,A,
2013,55308,Calvert City,KY,7,Industrial NAICS Cogen,325188,Y,A,
2014,55308,Calvert City,KY,7,,325188,Y,A,
2015,55308,Calvert City,KY,7,,325188,Y,A,
2016,55308,Calvert City,KY,7,,325188,Y,A,
2017,55308,Calvert City,KY,7,,325188,Y,M,
2011,55309,Air Products Port Arthur,TX,7,Industrial NAICS Cogen,32512,Y,A,139.3
2012,55309,Air Products Port Arthur,TX,7,,32512,Y,A,
2013,55309,Air Products Port Arthur,TX,7,Industrial NAICS Cogen,32512,Y,A,
2014,55309,Air Products Port Arthur,TX,7,,32512,Y,A,
2015,55309,Air Products Port Arthur,TX,7,,32512,Y,A,
2016,55309,Air Products Port Arthur,TX,7,,32512,Y,A,
2017,55309,Air Products Port Arthur,TX,7,,32512,Y,A,
2011,55311,BASF Freeport Works,TX,7,Industrial NAICS Cogen,325,Y,A,92.7
2012,55311,BASF Freeport Works,TX,7,,325,Y,A,
2013,55311,BASF Freeport Works,TX,7,Industrial NAICS Cogen,325,Y,A,
2014,55311,BASF Freeport Works,TX,7,,325,Y,A,
2015,55311,BASF Freeport Works,TX,7,,325,Y,A,
2016,55311,BASF Freeport Works,TX,7,,325,Y,A,
2017,55311,BASF Freeport Works,TX,7,,325,Y,A,
2011,55312,Phelps Dodge Cobre Mining,NM,6,Industrial NAICS Non-Cogen,2122,N,A,1.6
2012,55312,Phelps Dodge Cobre Mining,NM,6,,2122,N,A,
2013,55312,Phelps Dodge Cobre Mining,NM,6,Industrial NAICS Non-Cogen,2122,N,A,
2014,55312,Phelps Dodge Cobre Mining,NM,6,,2122,N,A,
2015,55312,Phelps Dodge Cobre Mining,NM,6,,2122,N,A,
2016,55312,Freeport McMoRan Cobre Mining,NM,6,,2122,N,A,
2017,55312,Freeport McMoRan Cobre Mining,NM,6,,2122,N,A,
2011,55313,Ingleside Cogeneration,TX,7,Industrial NAICS Cogen,325,Y,M,548.2
2012,55313,Ingleside Cogeneration,TX,7,,325,Y,M,
2013,55313,Ingleside Cogeneration,TX,7,Industrial NAICS Cogen,325,Y,M,
2014,55313,Ingleside Cogeneration,TX,7,,325,Y,M,
2015,55313,Ingleside Cogeneration,TX,7,,325,Y,M,
2016,55313,Ingleside Cogeneration,TX,7,,325,Y,M,
2017,55313,Ingleside Cogeneration,TX,7,,325,Y,M,
2011,55316,Raleigh CO2 Plant,MS,2,NAICS-22 Non-Cogen,22,N,A,4.8
2011,55317,Fore River Generating Station,MA,2,NAICS-22 Non-Cogen,22,N,M,872.2
2012,55317,Fore River Generating Station,MA,2,,22,N,M,
2013,55317,Fore River Generating Station,MA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55317,Fore River Generating Station,MA,2,,22,N,M,
2015,55317,Fore River Generating Station,MA,2,,22,N,M,
2016,55317,Fore River Generating Station,MA,2,,22,N,M,
2017,55317,Fore River Generating Station,MA,2,,22,N,M,
2011,55318,Indian River,FL,2,NAICS-22 Non-Cogen,22,N,M,609
2012,55318,Indian River,FL,1,,22,N,M,
2013,55318,Indian River,FL,1,Electric Utility,22,N,M,
2011,55319,Athens Regional Medical Center,GA,4,Commercial NAICS Non-Cogen,622,N,A,4.6
2012,55319,Athens Regional Medical Center,GA,4,,622,N,A,
2013,55319,Athens Regional Medical Center,GA,4,Commercial NAICS Non-Cogen,622,N,A,
2014,55319,Athens Regional Medical Center,GA,4,,622,N,A,
2015,55319,Athens Regional Medical Center,GA,4,,622,N,A,
2016,55319,Athens Regional Medical Center,GA,4,,622,N,A,
2017,55319,Athens Regional Medical Center,GA,4,,622,N,A,
2011,55320,Wise County Power LLC,TX,2,NAICS-22 Non-Cogen,22,N,M,746
2012,55320,Wise County Power LLC,TX,2,,22,N,M,
2013,55320,Wise County Power LLC,TX,2,NAICS-22 Non-Cogen,22,N,M,
2014,55320,Wise County Power LLC,TX,2,,22,N,M,
2015,55320,Wise County Power LLC,TX,2,,22,N,M,
2016,55320,Wise County Power LLC,TX,2,,22,N,M,
2017,55320,Wise County Power LLC,TX,2,,22,N,M,
2011,55322,Chuck Lenzie Generating Station,NV,1,Electric Utility,22,N,M,1465.6
2012,55322,Chuck Lenzie Generating Station,NV,1,,22,N,M,
2013,55322,Chuck Lenzie Generating Station,NV,1,Electric Utility,22,N,M,
2014,55322,Chuck Lenzie Generating Station,NV,1,,22,N,M,
2015,55322,Chuck Lenzie Generating Station,NV,1,,22,N,M,
2016,55322,Chuck Lenzie Generating Station,NV,1,,22,N,M,
2017,55322,Chuck Lenzie Generating Station,NV,1,,22,N,M,
2011,55327,Baytown Energy Center,TX,3,NAICS-22 Cogen,22,Y,M,914.6
2012,55327,Baytown Energy Center,TX,3,,22,Y,M,
2013,55327,Baytown Energy Center,TX,3,NAICS-22 Cogen,22,Y,M,
2014,55327,Baytown Energy Center,TX,3,,22,Y,M,
2015,55327,Baytown Energy Center,TX,3,,22,Y,M,
2016,55327,Baytown Energy Center,TX,3,,22,Y,M,
2017,55327,Baytown Energy Center,TX,3,,22,Y,M,
2011,55328,Hermiston Power Partnership,OR,2,NAICS-22 Non-Cogen,22,N,M,689.4
2012,55328,Hermiston Power Partnership,OR,2,,22,N,M,
2013,55328,Hermiston Power Partnership,OR,2,NAICS-22 Non-Cogen,22,N,M,
2014,55328,Hermiston Power Partnership,OR,2,,22,N,M,
2015,55328,Hermiston Power Partnership,OR,2,,22,N,M,
2016,55328,Hermiston Power Partnership,OR,2,,22,N,M,
2017,55328,Hermiston Power Partnership,OR,2,,22,N,M,
2011,55332,Washington County,GA,2,NAICS-22 Non-Cogen,22,N,M,795.6
2012,55332,Washington County,GA,2,,22,N,M,
2013,55332,Washington County,GA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55332,Washington County,GA,2,,22,N,M,
2015,55332,Washington County Power LLC,GA,2,,22,N,M,
2016,55332,Washington County Power LLC,GA,2,,22,N,M,
2017,55332,Washington County Power LLC,GA,2,,22,N,A,
2011,55333,Delta Energy Center,CA,2,NAICS-22 Non-Cogen,22,N,M,943.5
2012,55333,Delta Energy Center,CA,2,,22,N,M,
2013,55333,Delta Energy Center,CA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55333,Delta Energy Center,CA,2,,22,N,M,
2015,55333,Delta Energy Center,CA,2,,22,N,M,
2016,55333,Delta Energy Center,CA,2,,22,N,M,
2017,55333,Delta Energy Center,CA,2,,22,N,M,
2011,55334,Holland Energy Facility,IL,1,Electric Utility,22,N,M,702.1
2012,55334,Holland Energy Facility,IL,1,,22,N,M,
2013,55334,Holland Energy Facility,IL,1,Electric Utility,22,N,M,
2014,55334,Holland Energy Facility,IL,1,,22,N,M,
2015,55334,Holland Energy Facility,IL,1,,22,N,M,
2016,55334,Holland Energy Facility,IL,1,,22,N,M,
2017,55334,Holland Energy Facility,IL,1,,22,N,A,
2011,55337,PPL Ironwood LLC,PA,2,NAICS-22 Non-Cogen,22,N,M,777.6
2012,55337,PPL Ironwood LLC,PA,2,,22,N,M,
2013,55337,PPL Ironwood LLC,PA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55337,PPL Ironwood LLC,PA,2,,22,N,M,
2015,55337,TalenEnergy Ironwood LLC,PA,2,,22,N,M,
2016,55337,TalenEnergy Ironwood LLC,PA,2,,22,N,M,
2017,55337,Ironwood LLC,PA,2,,22,N,M,
2011,55340,Dell Power Station,AR,1,Electric Utility,22,N,M,679
2012,55340,Dell Power Station,AR,1,,22,N,M,
2013,55340,Dell Power Station,AR,1,Electric Utility,22,N,M,
2014,55340,Dell Power Station,AR,1,,22,N,M,
2015,55340,Dell Power Station,AR,1,,22,N,M,
2016,55340,Dell Power Station,AR,1,,22,N,M,
2017,55340,Dell Power Station,AR,1,,22,N,A,
2011,55342,Woodstock Windfarm,MN,2,NAICS-22 Non-Cogen,22,N,A,10.2
2012,55342,Woodstock Windfarm,MN,2,,22,N,A,
2013,55342,Woodstock Windfarm,MN,2,NAICS-22 Non-Cogen,22,N,A,
2014,55342,Woodstock Windfarm,MN,2,,22,N,A,
2015,55342,Woodstock Windfarm,MN,2,,22,N,A,
2016,55342,Woodstock Windfarm,MN,2,,22,N,A,
2017,55342,Woodstock Windfarm,MN,2,,22,N,A,
2011,55343,Luna Energy Facility,NM,1,Electric Utility,22,N,M,650
2012,55343,Luna Energy Facility,NM,1,,22,N,M,
2013,55343,Luna Energy Facility,NM,1,Electric Utility,22,N,M,
2014,55343,Luna Energy Facility,NM,1,,22,N,M,
2015,55343,Luna Energy Facility,NM,1,,22,N,M,
2016,55343,Luna Energy Facility,NM,1,,22,N,M,
2017,55343,Luna Energy Facility,NM,1,,22,N,M,
2011,55345,Otay Mesa Generating Project,CA,2,NAICS-22 Non-Cogen,22,N,M,688.5
2012,55345,Otay Mesa Generating Project,CA,2,,22,N,M,
2013,55345,Otay Mesa Generating Project,CA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55345,Otay Mesa Generating Project,CA,2,,22,N,M,
2015,55345,Otay Mesa Generating Project,CA,2,,22,N,M,
2016,55345,Otay Mesa Generating Project,CA,2,,22,N,M,
2017,55345,Otay Mesa Generating Project,CA,2,,22,N,M,
2011,55347,Armstrong,PA,2,NAICS-22 Non-Cogen,22,N,M,688
2012,55347,Armstrong,PA,2,,22,N,M,
2013,55347,Armstrong,PA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55347,Armstrong,PA,2,,22,N,M,
2015,55347,Armstrong,PA,2,,22,N,M,
2016,55347,Armstrong,PA,2,,22,N,M,
2017,55347,Armstrong,PA,2,,22,N,A,
2011,55348,Troy Energy LLC,OH,2,NAICS-22 Non-Cogen,22,N,M,688
2012,55348,Troy Energy LLC,OH,2,,22,N,M,
2013,55348,Troy Energy LLC,OH,2,NAICS-22 Non-Cogen,22,N,M,
2014,55348,Troy Energy LLC,OH,2,,22,N,M,
2015,55348,Troy Energy LLC,OH,2,,22,N,M,
2016,55348,Troy Energy LLC,OH,2,,22,N,M,
2017,55348,Troy Energy LLC,OH,2,,22,N,A,
2011,55349,Pleasants Energy LLC,WV,2,NAICS-22 Non-Cogen,22,N,M,344
2012,55349,Pleasants Energy LLC,WV,2,,22,N,M,
2013,55349,Pleasants Energy LLC,WV,2,NAICS-22 Non-Cogen,22,N,M,
2014,55349,Pleasants Energy LLC,WV,2,,22,N,M,
2015,55349,Pleasants Energy LLC,WV,2,,22,N,M,
2016,55349,Pleasants Energy LLC,WV,2,,22,N,M,
2017,55349,Pleasants Energy LLC,WV,2,,22,N,M,
2012,55350,Dresden Energy Facility,OH,1,,22,N,M,
2013,55350,Dresden Energy Facility,OH,1,Electric Utility,22,N,M,
2014,55350,Dresden Energy Facility,OH,1,,22,N,M,
2015,55350,Dresden Energy Facility,OH,1,,22,N,M,
2016,55350,Dresden Energy Facility,OH,1,,22,N,M,
2017,55350,Dresden Energy Facility,OH,1,,22,N,M,
2011,55353,Lakota Ridge LLC,MN,2,NAICS-22 Non-Cogen,22,N,A,11.2
2012,55353,Lakota Ridge LLC,MN,2,,22,N,A,
2013,55353,Lakota Ridge LLC,MN,2,NAICS-22 Non-Cogen,22,N,A,
2014,55353,Lakota Ridge LLC,MN,2,,22,N,A,
2015,55353,Lakota Ridge LLC,MN,2,,22,N,A,
2016,55353,Lakota Ridge LLC,MN,2,,22,N,A,
2017,55353,Lakota Ridge LLC,MN,2,,22,N,A,
2011,55354,Shaokatan Hills LLC,MN,2,NAICS-22 Non-Cogen,22,N,A,11.8
2012,55354,Shaokatan Hills LLC,MN,2,,22,N,A,
2013,55354,Shaokatan Hills LLC,MN,2,NAICS-22 Non-Cogen,22,N,A,
2014,55354,Shaokatan Hills LLC,MN,2,,22,N,A,
2015,55354,Shaokatan Hills LLC,MN,2,,22,N,A,
2016,55354,Shaokatan Hills LLC,MN,2,,22,N,A,
2017,55354,Shaokatan Hills LLC,MN,2,,22,N,A,
2011,55357,Brazos Valley Generating Facility,TX,2,NAICS-22 Non-Cogen,22,N,M,675.6
2012,55357,Brazos Valley Generating Facility,TX,2,,22,N,M,
2013,55357,Brazos Valley Generating Facility,TX,2,NAICS-22 Non-Cogen,22,N,M,
2014,55357,Brazos Valley Generating Facility,TX,2,,22,N,M,
2015,55357,Brazos Valley Generating Facility,TX,2,,22,N,M,
2016,55357,Brazos Valley Generating Facility,TX,2,,22,N,M,
2017,55357,Jack Fusco Energy Center,TX,2,,22,N,M,
2011,55358,Cottonwood Energy Project,TX,2,NAICS-22 Non-Cogen,22,N,M,1336
2012,55358,Cottonwood Energy Project,TX,2,,22,N,M,
2013,55358,Cottonwood Energy Project,TX,2,NAICS-22 Non-Cogen,22,N,M,
2014,55358,Cottonwood Energy Project,TX,2,,22,N,M,
2015,55358,Cottonwood Energy Project,TX,2,,22,N,M,
2016,55358,Cottonwood Energy Project,TX,2,,22,N,M,
2017,55358,Cottonwood Energy Project,TX,2,,22,N,M,
2011,55364,Sugar Creek Power,IN,1,Electric Utility,22,N,M,555.3
2012,55364,Sugar Creek Power,IN,1,,22,N,M,
2013,55364,Sugar Creek Power,IN,1,Electric Utility,22,N,M,
2014,55364,Sugar Creek Power,IN,1,,22,N,M,
2015,55364,Sugar Creek Power,IN,1,,22,N,M,
2016,55364,Sugar Creek Power,IN,1,,22,N,M,
